State,County,Year,Unemployment,Median household income,Adult obesity,Poor mental health days,Premature death
ND,Foster County,1/1/2014,0.033,49499,0.303,1.8,4001.0
ND,Foster County,1/1/2015,0.035,55172,0.284,1.8,4985.0
ND,Grand Forks County,1/1/2014,0.037,44376,0.299,2.3,5055.0
ND,Grand Forks County,1/1/2015,0.033,49697,0.29,2.3,5411.0
ND,LaMoure County,1/1/2014,0.026,55359,0.287,1.9,7220.0
ND,LaMoure County,1/1/2015,0.023,55388,0.324,1.9,7182.0
ND,McHenry County,1/1/2014,0.045,44266,0.296,2.8,8994.0
ND,McHenry County,1/1/2015,0.039,49078,0.284,2.8,8579.0
ND,McIntosh County,1/1/2014,0.033,40068,0.302,3.0,6839.0
ND,McKenzie County,1/1/2014,0.015,67995,0.326,2.7,10985.0
ND,McKenzie County,1/1/2015,0.014,75699,0.306,2.7,10699.0
ND,McLean County,1/1/2014,0.044,52584,0.315,2.7,7781.0
ND,McLean County,1/1/2015,0.04,53604,0.299,2.7,10960.0
ND,Mercer County,1/1/2014,0.051,64477,0.298,2.3,4299.0
ND,Mercer County,1/1/2015,0.043,70150,0.3,2.3,7335.0
ND,Morton County,1/1/2014,0.037,54909,0.294,2.5,6512.0
ND,Morton County,1/1/2015,0.033,59650,0.315,2.5,7224.0
ND,Mountrail County,1/1/2014,0.018,59583,0.356,2.5,11288.0
ND,Mountrail County,1/1/2015,0.016,65546,0.335,2.5,10937.0
ND,Nelson County,1/1/2014,0.041,46292,0.308,1.4,6282.0
ND,Nelson County,1/1/2015,0.041,55915,0.277,1.4,6004.0
ND,Pembina County,1/1/2014,0.065,48649,0.329,2.0,6179.0
ND,Pembina County,1/1/2015,0.062,53983,0.318,2.0,5289.0
ND,Pierce County,1/1/2014,0.047,43499,0.325,3.3,7221.0
ND,Pierce County,1/1/2015,0.045,44585,0.327,3.3,7722.0
ND,Ramsey County,1/1/2014,0.043,50457,0.303,2.5,8425.0
ND,Ramsey County,1/1/2015,0.039,49299,0.288,2.5,7261.0
ND,Ransom County,1/1/2014,0.03,51628,0.316,3.2,5293.0
ND,Ransom County,1/1/2015,0.029,58578,0.308,3.2,5921.0
ND,Richland County,1/1/2014,0.04,55420,0.332,2.4,6340.0
ND,Richland County,1/1/2015,0.035,54312,0.317,2.4,5491.0
ND,Rolette County,1/1/2014,0.112,36158,0.403,3.4,14257.0
ND,Rolette County,1/1/2015,0.129,34836,0.4,3.4,15601.0
ND,Sargent County,1/1/2014,0.026,56119,0.31,3.1,6168.0
ND,Sargent County,1/1/2015,0.025,58672,0.323,3.1,4571.0
ND,Sioux County,1/1/2014,0.053,31337,0.443,3.8,24668.0
ND,Sioux County,1/1/2015,0.048,34491,0.394,3.8,23880.0
ND,Stark County,1/1/2014,0.016,63886,0.318,2.3,6088.0
ND,Stark County,1/1/2015,0.015,69566,0.301,2.3,5744.0
ND,Stutsman County,1/1/2014,0.033,46485,0.298,2.5,6470.0
ND,Stutsman County,1/1/2015,0.029,50941,0.298,2.5,6783.0
ND,Towner County,1/1/2015,0.045,55199,0.29,1.8,8115.0
ND,Traill County,1/1/2014,0.035,51218,0.353,2.2,5420.0
ND,Traill County,1/1/2015,0.031,57006,0.358,2.2,4400.0
ND,Walsh County,1/1/2014,0.053,47425,0.332,2.5,6884.0
ND,Walsh County,1/1/2015,0.053,48301,0.321,2.5,7244.0
ND,Ward County,1/1/2014,0.028,56647,0.297,2.2,5909.0
ND,Ward County,1/1/2015,0.028,56192,0.309,2.2,5645.0
ND,Wells County,1/1/2014,0.044,48422,0.289,3.2,5396.0
ND,Wells County,1/1/2015,0.048,54251,0.309,3.2,6390.0
ND,Williams County,1/1/2014,0.008,79265,0.304,2.8,6340.0
ND,Williams County,1/1/2015,0.009,84237,0.303,2.8,6980.0
NE,Adams County,1/1/2014,0.036,46902,0.289,2.5,6706.0
NE,Adams County,1/1/2015,0.035,52267,0.292,2.5,5625.0
NE,Antelope County,1/1/2014,0.029,45135,0.281,2.4,4853.0
NE,Antelope County,1/1/2015,0.029,48814,0.272,2.4,5691.0
NE,Boone County,1/1/2014,0.026,50722,0.279,1.9,4662.0
NE,Boone County,1/1/2015,0.028,50156,0.284,1.9,4687.0
NE,Box Butte County,1/1/2014,0.043,53635,0.322,3.7,6725.0
NE,Box Butte County,1/1/2015,0.043,54120,0.321,3.7,7581.0
NE,Brown County,1/1/2014,0.03,38907,0.317,2.8,6389.0
NE,Buffalo County,1/1/2014,0.03,51959,0.301,2.3,5446.0
NE,Buffalo County,1/1/2015,0.03,52333,0.283,2.3,5013.0
NE,Burt County,1/1/2014,0.043,46553,0.314,2.8,6365.0
NE,Burt County,1/1/2015,0.045,47749,0.314,2.8,7362.0
NE,Butler County,1/1/2014,0.031,49880,0.278,3.1,5708.0
NE,Butler County,1/1/2015,0.032,46211,0.271,3.1,6776.0
NE,Cass County,1/1/2014,0.046,59962,0.318,2.3,7595.0
NE,Cass County,1/1/2015,0.046,63738,0.331,2.3,5751.0
NE,Cedar County,1/1/2014,0.027,52102,0.281,1.7,5320.0
NE,Cedar County,1/1/2015,0.029,56300,0.269,1.7,4944.0
NE,Chase County,1/1/2014,0.025,47787,0.267,2.5,10617.0
NE,Chase County,1/1/2015,0.026,52924,0.282,2.5,7056.0
NE,Cherry County,1/1/2014,0.026,42043,0.27,2.5,4717.0
NE,Cherry County,1/1/2015,0.026,43229,0.263,2.5,4158.0
NE,Cheyenne County,1/1/2014,0.031,50466,0.284,2.5,6180.0
NE,Cheyenne County,1/1/2015,0.032,53430,0.265,2.5,6744.0
NE,Clay County,1/1/2014,0.037,48370,0.347,2.9,7130.0
NE,Clay County,1/1/2015,0.037,50587,0.344,2.9,4629.0
NE,Colfax County,1/1/2014,0.034,47756,0.339,2.5,5614.0
NE,Colfax County,1/1/2015,0.034,51103,0.313,2.5,4715.0
NE,Cuming County,1/1/2014,0.028,48122,0.298,2.0,5009.0
NE,Cuming County,1/1/2015,0.03,50252,0.287,2.0,5574.0
NE,Custer County,1/1/2014,0.027,43425,0.317,2.0,6071.0
NE,Custer County,1/1/2015,0.026,44608,0.332,2.0,6010.0
NE,Dakota County,1/1/2014,0.062,46582,0.337,3.5,5459.0
NE,Dakota County,1/1/2015,0.069,45631,0.335,3.5,5515.0
NE,Dawes County,1/1/2014,0.039,38196,0.298,3.0,5594.0
NE,Dawes County,1/1/2015,0.04,39507,0.287,3.0,7274.0
NE,Dawson County,1/1/2014,0.045,46818,0.322,2.1,7333.0
NE,Dawson County,1/1/2015,0.041,44976,0.328,2.1,6471.0
NE,Dixon County,1/1/2014,0.043,46124,0.325,2.4,6442.0
NE,Dixon County,1/1/2015,0.045,47637,0.315,2.4,7549.0
NE,Dodge County,1/1/2014,0.042,47367,0.298,2.9,6317.0
NE,Dodge County,1/1/2015,0.04,48671,0.298,2.9,6261.0
NE,Douglas County,1/1/2014,0.045,51189,0.284,2.8,6380.0
NE,Douglas County,1/1/2015,0.045,51959,0.28,2.8,6301.0
NE,Fillmore County,1/1/2014,0.033,48438,0.292,2.0,3963.0
NE,Fillmore County,1/1/2015,0.032,52606,0.288,2.0,7662.0
NE,Franklin County,1/1/2015,0.032,44871,0.338,3.1,9659.0
NE,Furnas County,1/1/2014,0.035,42517,0.322,2.8,5183.0
NE,Furnas County,1/1/2015,0.036,41446,0.327,2.8,5426.0
NE,Gage County,1/1/2014,0.046,45588,0.34,4.4,7923.0
NE,Gage County,1/1/2015,0.044,45212,0.339,4.4,7065.0
NE,Garden County,1/1/2014,0.036,38142,0.263,3.9,11072.0
NE,Hall County,1/1/2014,0.038,46641,0.312,2.7,5590.0
NE,Hall County,1/1/2015,0.036,49750,0.311,2.7,5887.0
NE,Hamilton County,1/1/2014,0.028,58433,0.299,2.0,6545.0
NE,Hamilton County,1/1/2015,0.027,54663,0.29,2.0,5768.0
NE,Hitchcock County,1/1/2014,0.036,42059,0.338,3.3,10408.0
NE,Hitchcock County,1/1/2015,0.036,40217,0.324,3.3,8879.0
NE,Holt County,1/1/2014,0.029,43861,0.303,2.5,6781.0
NE,Holt County,1/1/2015,0.029,44518,0.312,2.5,5253.0
NE,Howard County,1/1/2014,0.033,50518,0.315,2.5,5489.0
NE,Howard County,1/1/2015,0.034,49496,0.301,2.5,6250.0
NE,Jefferson County,1/1/2014,0.036,42186,0.322,3.3,5831.0
NE,Jefferson County,1/1/2015,0.038,46252,0.341,3.3,7216.0
NE,Johnson County,1/1/2014,0.037,42970,0.3,1.9,6896.0
NE,Johnson County,1/1/2015,0.04,46456,0.303,1.9,6432.0
NE,Kearney County,1/1/2014,0.029,55422,0.294,2.5,6430.0
NE,Kearney County,1/1/2015,0.03,57823,0.3,2.5,8759.0
NE,Keith County,1/1/2014,0.035,41303,0.284,2.6,12254.0
NE,Keith County,1/1/2015,0.036,42851,0.276,2.6,9201.0
NE,Kimball County,1/1/2014,0.035,42545,0.314,3.8,13037.0
NE,Kimball County,1/1/2015,0.038,45023,0.312,3.8,10709.0
NE,Knox County,1/1/2014,0.032,45180,0.279,2.8,8116.0
NE,Knox County,1/1/2015,0.035,41066,0.282,2.8,8263.0
NE,Lancaster County,1/1/2014,0.036,50478,0.267,2.9,4880.0
NE,Lancaster County,1/1/2015,0.035,52275,0.263,2.9,5063.0
NE,Lincoln County,1/1/2014,0.034,48141,0.324,3.1,6627.0
NE,Lincoln County,1/1/2015,0.033,52395,0.328,3.1,7112.0
NE,Madison County,1/1/2014,0.036,45822,0.294,2.2,6292.0
NE,Madison County,1/1/2015,0.036,45738,0.309,2.2,5936.0
NE,Merrick County,1/1/2014,0.035,47236,0.331,2.7,7304.0
NE,Merrick County,1/1/2015,0.037,50317,0.334,2.7,5614.0
NE,Morrill County,1/1/2014,0.029,43513,0.293,2.3,7524.0
NE,Morrill County,1/1/2015,0.03,47296,0.302,2.3,6067.0
NE,Nance County,1/1/2014,0.029,44501,0.305,2.1,7958.0
NE,Nance County,1/1/2015,0.03,45091,0.305,2.1,5949.0
NE,Nemaha County,1/1/2014,0.054,45033,0.345,3.7,6885.0
NE,Nemaha County,1/1/2015,0.057,48892,0.35,3.7,6127.0
NE,Nuckolls County,1/1/2014,0.035,41892,0.295,2.3,5659.0
NE,Nuckolls County,1/1/2015,0.035,44139,0.292,2.3,6269.0
NE,Otoe County,1/1/2014,0.042,50907,0.345,2.3,5908.0
NE,Otoe County,1/1/2015,0.042,52565,0.339,2.3,4648.0
NE,Pawnee County,1/1/2014,0.031,39684,0.33,2.3,8135.0
NE,Pawnee County,1/1/2015,0.032,38735,0.325,2.3,6220.0
NE,Phelps County,1/1/2014,0.028,50879,0.333,1.7,5776.0
NE,Phelps County,1/1/2015,0.029,53607,0.334,1.7,7296.0
NE,Pierce County,1/1/2014,0.034,50194,0.346,2.4,5315.0
NE,Pierce County,1/1/2015,0.035,50807,0.365,2.4,4110.0
NE,Platte County,1/1/2014,0.034,55607,0.299,2.3,5060.0
NE,Platte County,1/1/2015,0.033,52368,0.292,2.3,5483.0
NE,Polk County,1/1/2014,0.029,54850,0.33,1.4,2950.0
NE,Polk County,1/1/2015,0.033,56618,0.313,1.4,3175.0
NE,Red Willow County,1/1/2014,0.033,44591,0.302,3.0,7048.0
NE,Red Willow County,1/1/2015,0.031,44826,0.306,3.0,6918.0
NE,Richardson County,1/1/2014,0.052,39760,0.326,2.8,7579.0
NE,Richardson County,1/1/2015,0.053,41679,0.325,2.8,5530.0
NE,Saline County,1/1/2014,0.036,48762,0.319,2.8,4804.0
NE,Saline County,1/1/2015,0.038,49047,0.319,2.8,5705.0
NE,Sarpy County,1/1/2014,0.041,68118,0.278,2.5,4520.0
NE,Sarpy County,1/1/2015,0.04,67740,0.284,2.5,4354.0
NE,Saunders County,1/1/2014,0.042,59831,0.305,2.7,6236.0
NE,Saunders County,1/1/2015,0.041,61174,0.293,2.7,6169.0
NE,Scotts Bluff County,1/1/2014,0.045,43554,0.324,3.9,7281.0
NE,Scotts Bluff County,1/1/2015,0.042,43406,0.333,3.9,7379.0
NE,Seward County,1/1/2014,0.033,60642,0.29,2.4,5456.0
NE,Seward County,1/1/2015,0.037,59053,0.287,2.4,5355.0
NE,Sheridan County,1/1/2014,0.031,44613,0.297,2.4,5448.0
NE,Sheridan County,1/1/2015,0.033,38411,0.292,2.4,5497.0
NE,Sherman County,1/1/2014,0.032,42043,0.336,1.9,11204.0
NE,Sherman County,1/1/2015,0.029,41224,0.327,1.9,8644.0
NE,Stanton County,1/1/2014,0.034,54152,0.311,2.3,5746.0
NE,Stanton County,1/1/2015,0.035,54263,0.338,2.3,4699.0
NE,Thayer County,1/1/2014,0.03,45023,0.278,2.4,9119.0
NE,Thayer County,1/1/2015,0.03,43938,0.322,2.4,7866.0
NE,Thurston County,1/1/2014,0.08,40266,0.399,2.7,14286.0
NE,Thurston County,1/1/2015,0.075,38558,0.407,2.7,13148.0
NE,Valley County,1/1/2014,0.029,41737,0.298,2.2,7135.0
NE,Valley County,1/1/2015,0.028,44105,0.308,2.2,6398.0
NE,Washington County,1/1/2014,0.037,63817,0.307,2.4,4819.0
NE,Washington County,1/1/2015,0.039,66160,0.312,2.4,4844.0
NE,Wayne County,1/1/2014,0.032,47240,0.291,2.1,3763.0
NE,Wayne County,1/1/2015,0.033,49981,0.286,2.1,3786.0
NE,Webster County,1/1/2014,0.033,40250,0.323,2.4,7703.0
NE,Webster County,1/1/2015,0.037,42305,0.309,2.4,7131.0
NE,York County,1/1/2014,0.037,50110,0.326,2.2,5539.0
NE,York County,1/1/2015,0.037,56687,0.32,2.2,5405.0
NH,Belknap County,1/1/2014,0.054,55033,0.269,3.6,6086.0
NH,Belknap County,1/1/2015,0.052,57568,0.295,3.6,5142.0
NH,Carroll County,1/1/2014,0.052,50495,0.241,3.4,6264.0
NH,Carroll County,1/1/2015,0.051,50598,0.238,3.4,5893.0
NH,Cheshire County,1/1/2014,0.053,54819,0.259,3.5,5683.0
NH,Cheshire County,1/1/2015,0.051,52246,0.254,3.5,5519.0
NH,Coos County,1/1/2014,0.077,40162,0.315,4.8,7612.0
NH,Coos County,1/1/2015,0.064,40917,0.313,4.8,7407.0
NH,Grafton County,1/1/2014,0.044,52532,0.255,3.4,4956.0
NH,Grafton County,1/1/2015,0.043,55131,0.267,3.4,4955.0
NH,Hillsborough County,1/1/2014,0.057,68150,0.269,3.1,4991.0
NH,Hillsborough County,1/1/2015,0.054,67162,0.272,3.1,5223.0
NH,Merrimack County,1/1/2014,0.049,59186,0.264,3.2,5392.0
NH,Merrimack County,1/1/2015,0.048,64068,0.276,3.2,5096.0
NH,Rockingham County,1/1/2014,0.06,76285,0.263,3.1,4865.0
NH,Rockingham County,1/1/2015,0.057,74785,0.257,3.1,4955.0
NH,Strafford County,1/1/2014,0.055,53575,0.301,3.7,5652.0
NH,Strafford County,1/1/2015,0.051,59290,0.305,3.7,5596.0
NH,Sullivan County,1/1/2014,0.048,57444,0.268,3.8,6288.0
NH,Sullivan County,1/1/2015,0.045,52114,0.266,3.8,6613.0
NJ,Atlantic County,1/1/2014,0.135,50881,0.27,4.0,7755.0
NJ,Atlantic County,1/1/2015,0.12,51668,0.268,4.0,7918.0
NJ,Bergen County,1/1/2014,0.081,82001,0.214,2.9,3916.0
NJ,Bergen County,1/1/2015,0.071,81615,0.208,2.9,3914.0
NJ,Burlington County,1/1/2014,0.092,74285,0.271,3.5,5895.0
NJ,Burlington County,1/1/2015,0.079,76868,0.27,3.5,5770.0
NJ,Camden County,1/1/2014,0.106,58572,0.275,4.1,7491.0
NJ,Camden County,1/1/2015,0.091,57641,0.283,4.1,7654.0
NJ,Cape May County,1/1/2014,0.134,55175,0.248,3.2,7338.0
NJ,Cape May County,1/1/2015,0.12,56520,0.263,3.2,7345.0
NJ,Cumberland County,1/1/2014,0.141,46491,0.334,4.0,8144.0
NJ,Cumberland County,1/1/2015,0.122,45850,0.339,4.0,7805.0
NJ,Essex County,1/1/2014,0.108,51019,0.259,3.4,7668.0
NJ,Essex County,1/1/2015,0.095,53358,0.265,3.4,7211.0
NJ,Gloucester County,1/1/2014,0.1,72248,0.282,3.6,6288.0
NJ,Gloucester County,1/1/2015,0.085,71137,0.286,3.6,6600.0
NJ,Hudson County,1/1/2014,0.105,56087,0.239,3.4,5624.0
NJ,Hudson County,1/1/2015,0.091,55699,0.236,3.4,5293.0
NJ,Hunterdon County,1/1/2014,0.071,103301,0.2,2.5,3900.0
NJ,Hunterdon County,1/1/2015,0.059,107203,0.206,2.5,3767.0
NJ,Mercer County,1/1/2014,0.078,67662,0.251,2.8,6156.0
NJ,Mercer County,1/1/2015,0.067,70575,0.237,2.8,6039.0
NJ,Middlesex County,1/1/2014,0.085,77044,0.234,3.0,4623.0
NJ,Middlesex County,1/1/2015,0.074,76515,0.226,3.0,4720.0
NJ,Monmouth County,1/1/2014,0.089,81190,0.224,3.4,5223.0
NJ,Monmouth County,1/1/2015,0.075,83424,0.23,3.4,5042.0
NJ,Morris County,1/1/2014,0.073,95236,0.208,2.8,3861.0
NJ,Morris County,1/1/2015,0.063,99950,0.214,2.8,3977.0
NJ,Ocean County,1/1/2014,0.103,59022,0.264,3.5,6053.0
NJ,Ocean County,1/1/2015,0.085,59888,0.268,3.5,6162.0
NJ,Passaic County,1/1/2014,0.113,58073,0.247,3.5,5680.0
NJ,Passaic County,1/1/2015,0.099,57426,0.236,3.5,5616.0
NJ,Salem County,1/1/2014,0.11,57939,0.328,3.9,8042.0
NJ,Salem County,1/1/2015,0.088,58483,0.323,3.9,7770.0
NJ,Somerset County,1/1/2014,0.074,95574,0.211,2.5,3680.0
NJ,Somerset County,1/1/2015,0.063,96947,0.213,2.5,3811.0
NJ,Sussex County,1/1/2014,0.091,85036,0.258,3.1,5918.0
NJ,Sussex County,1/1/2015,0.078,85747,0.246,3.1,5693.0
NJ,Union County,1/1/2014,0.097,64698,0.232,3.2,5609.0
NJ,Union County,1/1/2015,0.083,64272,0.237,3.2,5285.0
NJ,Warren County,1/1/2014,0.082,70560,0.256,3.6,5143.0
NJ,Warren County,1/1/2015,0.07,68011,0.266,3.6,5576.0
NM,Bernalillo County,1/1/2014,0.071,46200,0.193,3.5,7466.0
NM,Bernalillo County,1/1/2015,0.069,48053,0.197,3.5,7128.0
NM,Catron County,1/1/2014,0.069,30257,0.248,4.1,6798.0
NM,Catron County,1/1/2015,0.065,32644,0.227,4.1,11707.0
NM,Chaves County,1/1/2014,0.066,38008,0.306,3.6,9779.0
NM,Chaves County,1/1/2015,0.065,41388,0.31,3.6,8256.0
NM,Cibola County,1/1/2014,0.062,34783,0.312,4.0,10293.0
NM,Cibola County,1/1/2015,0.064,36307,0.327,4.0,10071.0
NM,Colfax County,1/1/2014,0.076,36620,0.248,4.1,10290.0
NM,Colfax County,1/1/2015,0.069,37152,0.259,4.1,8520.0
NM,Curry County,1/1/2014,0.048,39472,0.292,3.8,7052.0
NM,Curry County,1/1/2015,0.051,39186,0.286,3.8,7481.0
NM,Dona Ana County,1/1/2014,0.071,37230,0.254,3.4,7111.0
NM,Dona Ana County,1/1/2015,0.075,36831,0.238,3.4,6819.0
NM,Eddy County,1/1/2014,0.041,48001,0.287,4.5,10124.0
NM,Eddy County,1/1/2015,0.041,49865,0.314,4.5,9503.0
NM,Grant County,1/1/2014,0.069,35842,0.237,4.4,8938.0
NM,Grant County,1/1/2015,0.073,39220,0.218,4.4,8398.0
NM,Guadalupe County,1/1/2014,0.098,29659,0.259,3.2,6826.0
NM,Guadalupe County,1/1/2015,0.087,29924,0.28,3.2,6304.0
NM,Lea County,1/1/2014,0.043,48028,0.328,2.9,8458.0
NM,Lea County,1/1/2015,0.041,53556,0.333,2.9,8990.0
NM,Lincoln County,1/1/2014,0.055,38896,0.229,3.0,6725.0
NM,Lincoln County,1/1/2015,0.056,40756,0.219,3.0,8113.0
NM,Los Alamos County,1/1/2014,0.035,112115,0.185,2.8,4863.0
NM,Los Alamos County,1/1/2015,0.04,110930,0.2,2.8,4203.0
NM,Luna County,1/1/2014,0.172,27852,0.261,4.0,8973.0
NM,Luna County,1/1/2015,0.166,28040,0.248,4.0,8549.0
NM,McKinley County,1/1/2014,0.087,29821,0.358,3.5,11971.0
NM,McKinley County,1/1/2015,0.093,27790,0.354,3.5,12548.0
NM,Mora County,1/1/2014,0.13,26455,0.234,4.1,7620.0
NM,Mora County,1/1/2015,0.14,29263,0.233,4.1,14774.0
NM,Otero County,1/1/2014,0.061,38764,0.245,3.1,8118.0
NM,Otero County,1/1/2015,0.062,41960,0.235,3.1,8256.0
NM,Quay County,1/1/2014,0.069,30557,0.253,4.2,14171.0
NM,Quay County,1/1/2015,0.063,30496,0.297,4.2,13398.0
NM,Rio Arriba County,1/1/2014,0.08,36900,0.24,3.7,12971.0
NM,Rio Arriba County,1/1/2015,0.083,36716,0.246,3.7,14026.0
NM,Roosevelt County,1/1/2014,0.05,34781,0.267,2.8,8001.0
NM,Roosevelt County,1/1/2015,0.05,35322,0.269,2.8,7456.0
NM,San Juan County,1/1/2014,0.068,45901,0.303,3.6,9296.0
NM,San Juan County,1/1/2015,0.067,44417,0.302,3.6,9220.0
NM,San Miguel County,1/1/2014,0.072,31285,0.224,4.4,10067.0
NM,San Miguel County,1/1/2015,0.068,31222,0.219,4.4,10731.0
NM,Sandoval County,1/1/2014,0.08,57376,0.25,3.4,6270.0
NM,Sandoval County,1/1/2015,0.08,56190,0.242,3.4,6647.0
NM,Santa Fe County,1/1/2014,0.055,50716,0.138,3.5,6963.0
NM,Santa Fe County,1/1/2015,0.055,51697,0.142,3.5,7337.0
NM,Sierra County,1/1/2014,0.062,28029,0.233,3.8,12744.0
NM,Sierra County,1/1/2015,0.062,29680,0.213,3.8,13195.0
NM,Socorro County,1/1/2014,0.049,32809,0.265,3.8,10697.0
NM,Socorro County,1/1/2015,0.053,32090,0.268,3.8,10516.0
NM,Taos County,1/1/2014,0.091,29637,0.18,3.8,8213.0
NM,Taos County,1/1/2015,0.09,33021,0.18,3.8,8911.0
NM,Torrance County,1/1/2014,0.082,32952,0.259,5.0,9793.0
NM,Torrance County,1/1/2015,0.084,35046,0.26,5.0,9368.0
NM,Union County,1/1/2014,0.046,33570,0.26,3.0,7975.0
NM,Union County,1/1/2015,0.05,37902,0.275,3.0,7189.0
NM,Valencia County,1/1/2014,0.081,40159,0.284,4.4,8343.0
NM,Valencia County,1/1/2015,0.078,41412,0.289,4.4,7876.0
NV,Carson City,1/1/2014,0.111,48227,0.23,3.3,7390.0
NV,Carson City,1/1/2015,0.102,47476,0.23,3.3,7511.0
NV,Churchill County,1/1/2014,0.092,49463,0.316,3.9,8757.0
NV,Churchill County,1/1/2015,0.082,50158,0.316,3.9,8979.0
NV,Clark County,1/1/2014,0.112,49583,0.251,3.8,7168.0
NV,Clark County,1/1/2015,0.1,51071,0.249,3.8,6933.0
NV,Douglas County,1/1/2014,0.12,60869,0.225,3.8,6125.0
NV,Douglas County,1/1/2015,0.105,56613,0.219,3.8,5176.0
NV,Elko County,1/1/2014,0.059,68759,0.327,3.5,7291.0
NV,Elko County,1/1/2015,0.059,71354,0.321,3.5,7175.0
NV,Humboldt County,1/1/2014,0.062,63772,0.271,4.1,8758.0
NV,Humboldt County,1/1/2015,0.06,66290,0.259,4.1,9382.0
NV,Lincoln County,1/1/2014,0.128,43617,0.268,2.6,5317.0
NV,Lincoln County,1/1/2015,0.123,44366,0.247,2.6,5942.0
NV,Lyon County,1/1/2014,0.148,48035,0.309,4.4,7103.0
NV,Lyon County,1/1/2015,0.134,46526,0.284,4.4,7949.0
NV,Mineral County,1/1/2014,0.127,40308,0.295,4.3,10373.0
NV,Mineral County,1/1/2015,0.124,40496,0.269,4.3,12736.0
NV,Nye County,1/1/2014,0.135,41426,0.301,4.7,12332.0
NV,Nye County,1/1/2015,0.119,42998,0.291,4.7,12023.0
NV,Pershing County,1/1/2014,0.103,45192,0.293,5.0,7720.0
NV,Pershing County,1/1/2015,0.099,51548,0.31,5.0,7061.0
NV,Storey County,1/1/2014,0.113,53471,0.237,3.5,4299.0
NV,Storey County,1/1/2015,0.1,59785,0.252,3.5,5891.0
NV,Washoe County,1/1/2014,0.109,49449,0.225,3.5,7100.0
NV,Washoe County,1/1/2015,0.096,53565,0.222,3.5,6962.0
NV,White Pine County,1/1/2014,0.071,50417,0.261,2.6,9773.0
NV,White Pine County,1/1/2015,0.072,52588,0.248,2.6,10954.0
NY,Albany County,1/1/2014,0.074,57951,0.259,3.3,6004.0
NY,Albany County,1/1/2015,0.063,55778,0.258,3.3,5883.0
NY,Allegany County,1/1/2014,0.085,41623,0.298,3.3,5486.0
NY,Allegany County,1/1/2015,0.076,41849,0.306,3.3,6233.0
NY,Bronx County,1/1/2014,0.127,32510,0.284,4.0,7481.0
NY,Bronx County,1/1/2015,0.118,33079,0.28,4.0,7050.0
NY,Broome County,1/1/2014,0.088,44709,0.29,3.7,6606.0
NY,Broome County,1/1/2015,0.078,45142,0.268,3.7,6714.0
NY,Cattaraugus County,1/1/2014,0.089,42822,0.275,2.9,6982.0
NY,Cattaraugus County,1/1/2015,0.081,40936,0.286,2.9,7068.0
NY,Cayuga County,1/1/2014,0.081,49412,0.248,3.4,5968.0
NY,Cayuga County,1/1/2015,0.072,48976,0.286,3.4,6073.0
NY,Chautauqua County,1/1/2014,0.085,41194,0.275,4.1,6713.0
NY,Chautauqua County,1/1/2015,0.079,40468,0.259,4.1,6970.0
NY,Chemung County,1/1/2014,0.087,45193,0.292,5.3,6651.0
NY,Chemung County,1/1/2015,0.082,45337,0.307,5.3,6824.0
NY,Chenango County,1/1/2014,0.084,42747,0.288,2.7,6483.0
NY,Chenango County,1/1/2015,0.071,44328,0.328,2.7,6585.0
NY,Clinton County,1/1/2014,0.099,49198,0.296,3.6,5988.0
NY,Clinton County,1/1/2015,0.086,45900,0.325,3.6,6194.0
NY,Columbia County,1/1/2014,0.074,52891,0.239,4.1,6493.0
NY,Columbia County,1/1/2015,0.063,57094,0.256,4.1,5937.0
NY,Cortland County,1/1/2014,0.088,45781,0.27,3.7,5957.0
NY,Cortland County,1/1/2015,0.079,46163,0.266,3.7,6574.0
NY,Delaware County,1/1/2014,0.089,41195,0.258,2.4,6335.0
NY,Delaware County,1/1/2015,0.08,43380,0.26,2.4,6650.0
NY,Dutchess County,1/1/2014,0.079,66677,0.262,3.2,5266.0
NY,Dutchess County,1/1/2015,0.068,69300,0.261,3.2,5289.0
NY,Erie County,1/1/2014,0.083,50370,0.289,3.3,7006.0
NY,Erie County,1/1/2015,0.074,51123,0.287,3.3,6994.0
NY,Essex County,1/1/2014,0.099,45676,0.272,4.0,5401.0
NY,Essex County,1/1/2015,0.087,46337,0.269,4.0,5989.0
NY,Franklin County,1/1/2014,0.097,44697,0.289,2.9,6243.0
NY,Franklin County,1/1/2015,0.09,42672,0.307,2.9,6769.0
NY,Fulton County,1/1/2014,0.106,43918,0.283,5.3,6107.0
NY,Fulton County,1/1/2015,0.091,42264,0.294,5.3,6191.0
NY,Genesee County,1/1/2014,0.079,50476,0.287,4.2,6198.0
NY,Genesee County,1/1/2015,0.067,42641,0.292,4.2,6561.0
NY,Greene County,1/1/2014,0.094,45773,0.303,2.5,6914.0
NY,Greene County,1/1/2015,0.082,50190,0.302,2.5,7841.0
NY,Herkimer County,1/1/2014,0.09,45137,0.317,4.5,6411.0
NY,Herkimer County,1/1/2015,0.081,42460,0.31,4.5,5689.0
NY,Jefferson County,1/1/2014,0.101,46008,0.29,3.6,6167.0
NY,Jefferson County,1/1/2015,0.095,46510,0.296,3.6,6490.0
NY,Kings County,1/1/2014,0.099,44850,0.232,3.6,6284.0
NY,Kings County,1/1/2015,0.094,47067,0.227,3.6,5788.0
NY,Lewis County,1/1/2014,0.101,46952,0.259,3.7,5709.0
